Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1262,15-12-2023,18-12-2023,Tammy Holder,CUST641,Corporate,PROD5937,Study Table,Furniture,West,New York,East Robert,7,560,0,3920,2707.52,1212.48,UPI,Pending,Houston Ltd,yhall@joyce.com,21,No,0
ORD1263,03-12-2024,07-12-2024,Darrell Valencia,CUST488,Consumer,PROD7005,Cooking Oil,Grocery,East,New Hampshire,East Gregory,2,346,5,657.4,516.92,140.48,Net Banking,Cancelled,Ellis Ltd,kellywilson@potts-dennis.com,22,No,0
ORD1264,09-11-2024,11-11-2024,Christopher Lucas,CUST877,Home Office,PROD8722,File Folder,Office Supplies,East,Maine,Hollyberg,5,3912,10,17604,13823.2,3780.8,Net Banking,Cancelled,Brown-Murray,ugonzalez@bishop.com,7,Yes,23
ORD1265,28-08-2024,30-08-2024,Rachel Pace,CUST785,Corporate,PROD6919,pen,Office Supplies,East,Rhode Island,Thomasport,8,2807,5,21333.2,19188.66,2144.54,Credit Card,Returned,Fowler-Farley,cbradford@barrett-spencer.com,19,No,0
ORD1266,10-03-2024,14-03-2024,Juan Hubbard,CUST589,Home Office,PROD9278,Headphones,Electronics,South,Alaska,Lynnhaven,3,1008,15,2570.4,1577.91,992.49,Net Banking,Delivered,"Richardson, Mitchell and Hayes",sheppardjennifer@burke.com,39,No,0
ORD1267,23-05-2024,30-05-2024,Ryan Mcdonald,CUST507,Consumer,PROD6424,Study Table,Furniture,West,New York,Port Aprilberg,1,2569,5,2440.55,2065.94,374.61,Net Banking,Delivered,Bowman PLC,colin38@mccarty.com,22,No,0
ORD1268,30-12-2023,01-01-2024,Monica Bates,CUST516,Home Office,PROD7216,monitor,Electronics,East,Iowa,Amyburgh,4,2383,20,7625.6,5700.13,1925.47,Credit Card,Cancelled,"Delgado, Dixon and Sanders",tara60@moran.com,32,No,0
ORD1269,05-11-2025,12-11-2025,Lisa Glenn,CUST170,Home Office,PROD5803,laptop,Electronics,West,Ohio,Lake Catherinefurt,7,1828,0,12796,9651.67,3144.33,Cash,Cancelled,Kim and Sons,susandavis@perez.com,32,No,0
ORD1270,21-01-2025,22-01-2025,Frederick Gutierrez,CUST392,Home Office,PROD7187,calculator,Office Supplies,North,California,Thompsonfort,4,4169,10,15008.4,12900.54,2107.86,UPI,Returned,Davis Ltd,kennethsimmons@brown-weber.org,20,No,0
ORD1271,10-08-2025,11-08-2025,Adam Pitts,CUST716,Home Office,PROD3732,Sugar,Grocery,West,Idaho,Connieville,1,1845,0,1845,1452.7,392.3,Net Banking,Pending,Crosby and Sons,garrettmichael@henderson.com,6,Yes,69
ORD1272,23-10-2025,29-10-2025,Sandy Lawson,CUST276,Corporate,PROD3443,Rice Bag,Grocery,South,Missouri,Riveraside,8,1919,10,13816.8,8396.1,5420.7,Credit Card,Returned,"Garrett, Mendez and Young",sarah60@holt.com,50,No,0
ORD1273,15-09-2025,17-09-2025,Zachary Cruz,CUST290,Consumer,PROD8707,notebook,Office Supplies,West,New Jersey,Lowefurt,4,2799,5,10636.2,9343.7,1292.5,Net Banking,Cancelled,Gomez-Hall,hensonallison@wilkerson-porter.com,4,Yes,46
ORD1274,13-05-2024,14-05-2024,Cody Robertson,CUST661,Home Office,PROD4523,Headphones,Electronics,South,South Carolina,Lake Harryberg,8,2773,5,21074.8,16478.41,4596.39,Cash,Pending,Mendez-Lowe,eddiebrown@gordon.net,18,No,0
ORD1275,30-03-2024,31-03-2024,Richard Daniel,CUST410,Consumer,PROD6631,Sofa,Furniture,East,Kansas,Stokesshire,1,4089,10,3680.1,3092.45,587.65,Net Banking,Cancelled,Brown Inc,marshallmatthew@terrell-sanders.net,41,No,0
ORD1276,07-05-2024,13-05-2024,Brian Brooks,CUST849,Consumer,PROD3153,Study Table,Furniture,East,Illinois,Ronaldhaven,6,2437,5,13890.9,12048.61,1842.29,Credit Card,Pending,"Maddox, Maldonado and Marsh",blackpatrick@garcia-tucker.com,44,No,0
ORD1277,07-09-2025,11-09-2025,Bruce Williams,CUST809,Consumer,PROD9825,Headphones,Electronics,East,Nebraska,New Marybury,10,2914,15,24769,19406.77,5362.23,Net Banking,Delivered,"Novak, Myers and Taylor",kelleyjeremiah@lewis-hamilton.com,40,No,0
ORD1278,11-07-2025,15-07-2025,Amanda Ward,CUST418,Consumer,PROD9093,Sugar,Grocery,South,New Jersey,New Brianmouth,1,4025,0,4025,3397.72,627.28,Net Banking,Delivered,Thomas-Carter,stewartrobert@ford.com,10,No,0
ORD1279,10-05-2024,15-05-2024,Dillon Moore,CUST124,Home Office,PROD8938,pen,Office Supplies,South,Kansas,West Alice,6,3930,20,18864,13338.7,5525.3,Credit Card,Cancelled,Jones-Smith,maddoxwilliam@foster.com,36,No,0
ORD1280,04-10-2024,08-10-2024,Dennis Robertson,CUST322,Consumer,PROD3467,laptop,Electronics,West,North Dakota,New Kennethtown,9,774,5,6617.7,5246.12,1371.58,UPI,Delivered,Williams-Pitts,smithsean@lester.com,12,No,0
ORD1281,25-09-2024,29-09-2024,Paul Robinson,CUST550,Home Office,PROD4423,notebook,Office Supplies,South,Alabama,Elizabethborough,8,2661,20,17030.4,13823.53,3206.87,Credit Card,Returned,"Moreno, Ross and Chambers",vrichardson@lee.com,9,Yes,72
ORD1282,28-01-2025,03-02-2025,Jeffrey Williams,CUST937,Home Office,PROD6954,notebook,Office Supplies,East,Louisiana,Weissfort,5,3925,15,16681.25,12806.29,3874.96,Cash,Pending,Simpson-Cooper,rogersheather@hall.com,3,Yes,34
ORD1283,31-01-2025,03-02-2025,Brittney Gomez,CUST792,Corporate,PROD9631,pen,Office Supplies,West,Nevada,Vincentfort,8,3650,15,24820,22047.58,2772.42,Credit Card,Pending,Frye Group,christopher37@burton-orr.com,25,No,0
ORD1284,16-03-2025,23-03-2025,April Hendricks,CUST415,Corporate,PROD2056,Dining Table,Furniture,East,Ohio,Carrberg,5,2325,20,9300,7422.23,1877.77,UPI,Delivered,"Wheeler, Nixon and Reed",ralph37@fleming.info,22,No,0
ORD1285,19-05-2024,25-05-2024,Laurie Conner,CUST677,Corporate,PROD2670,Headphones,Electronics,South,North Carolina,East Kathybury,3,4405,20,10572,8586.44,1985.56,Cash,Cancelled,"Little, Payne and Foster",theresa76@suarez.net,46,No,0
ORD1286,30-12-2024,05-01-2025,Kyle Rodriguez,CUST695,Consumer,PROD1929,Bookshelf,Furniture,South,Oregon,Juliefurt,5,1319,5,6265.25,5359.02,906.23,UPI,Cancelled,Mcbride Group,brucecarson@perez.com,32,No,0
ORD1287,30-04-2024,07-05-2024,Scott Klein,CUST564,Corporate,PROD7671,Dining Table,Furniture,East,Wisconsin,Tinafurt,7,1204,20,6742.4,5838.62,903.78,Credit Card,Returned,Ferrell Inc,jeremy93@cortez.com,18,No,0
ORD1288,11-07-2025,17-07-2025,Kathy Smith,CUST745,Home Office,PROD4100,Headphones,Electronics,South,Idaho,Potterbury,3,1604,10,4330.8,3794.05,536.75,Credit Card,Returned,Beck LLC,joshua32@nelson-scott.biz,21,No,0
ORD1289,01-12-2024,05-12-2024,William Marquez,CUST484,Consumer,PROD3933,Juice Pack,Grocery,North,Arizona,West Dennisside,5,3270,15,13897.5,9201.6,4695.9,Cash,Cancelled,"Molina, Bishop and Manning",avega@gray.com,27,No,0
ORD1290,27-07-2025,30-07-2025,Adam Cameron,CUST322,Consumer,PROD2559,calculator,Office Supplies,South,Wisconsin,East Ashley,2,365,15,620.5,380.3,240.2,Net Banking,Returned,Allen PLC,pflores@brown.biz,50,No,0
ORD1291,05-10-2025,09-10-2025,Riley Romero,CUST590,Corporate,PROD8161,office chair,Furniture,North,Alabama,Adamsberg,4,421,5,1599.8,1411.2,188.6,Credit Card,Pending,"Bond, Carlson and Mendez",robert00@richard.com,9,Yes,91
ORD1292,26-08-2025,27-08-2025,Darlene Thompson,CUST908,Home Office,PROD2358,Bookshelf,Furniture,South,South Dakota,Stokesburgh,6,4834,15,24653.4,14994.14,9659.26,UPI,Pending,Bauer LLC,brittanyhuff@edwards.org,27,No,0
ORD1293,06-09-2024,10-09-2024,Nicole Mccoy,CUST588,Corporate,PROD2826,Cooking Oil,Grocery,North,Texas,South Emily,8,120,0,960,693.31,266.69,Credit Card,Pending,"Gray, Miller and Patterson",thomasbrian@olson.com,47,No,0
ORD1294,14-03-2024,17-03-2024,Edward Wood,CUST129,Consumer,PROD6385,Rice Bag,Grocery,East,Arizona,South Angelachester,1,2311,0,2311,1537.54,773.46,Credit Card,Returned,Henry Ltd,ualexander@adams.net,33,No,0
ORD1295,09-10-2025,15-10-2025,Haley Gonzalez,CUST299,Corporate,PROD7981,Snacks,Grocery,East,Wyoming,Peterchester,4,3243,5,12323.4,11006.6,1316.8,UPI,Delivered,"Phillips, Jefferson and Long",tclark@myers.info,10,No,0
ORD1296,23-07-2024,27-07-2024,Jackie Hernandez,CUST464,Home Office,PROD4073,Sofa,Furniture,South,New Jersey,Brianport,5,4038,10,18171,12601.7,5569.3,Credit Card,Cancelled,"Robinson, Green and Rodriguez",smithjeffrey@hernandez.biz,17,No,0
ORD1297,10-12-2024,15-12-2024,Jeremy Chung,CUST475,Consumer,PROD6402,Study Table,Furniture,South,Utah,Wagnerchester,8,1755,10,12636,10595.13,2040.87,Credit Card,Delivered,Soto and Sons,jessicamontes@leach-jordan.com,8,Yes,37
ORD1298,17-12-2024,22-12-2024,Jessica Williams,CUST421,Home Office,PROD9751,Cooking Oil,Grocery,South,South Dakota,West Normashire,7,1788,0,12516,10138.72,2377.28,Credit Card,Pending,White LLC,fharmon@jimenez.com,5,Yes,47
ORD1299,08-02-2024,10-02-2024,Alisha Lee,CUST325,Corporate,PROD2264,keyboard,Electronics,South,Nebraska,Ryanside,9,4620,10,37422,30094.17,7327.83,Credit Card,Pending,"Hernandez, Carlson and Newton",baileyalyssa@johnson-vaughn.com,37,No,0
ORD1300,11-04-2024,15-04-2024,Brittany Sullivan,CUST889,Corporate,PROD1316,Snacks,Grocery,North,Rhode Island,North Brianview,8,3630,15,24684,20861.43,3822.57,Net Banking,Returned,Henry-George,melanie10@ashley.com,21,No,0
ORD1301,30-03-2024,04-04-2024,Anthony Burns,CUST971,Corporate,PROD7879,File Folder,Office Supplies,South,Virginia,North Hannah,10,2151,0,21510,16628.9,4881.1,Net Banking,Delivered,"Martinez, Jordan and Tran",xhansen@gordon.org,13,No,0
ORD1302,08-11-2025,15-11-2025,Bradley Rose,CUST979,Home Office,PROD2991,laptop,Electronics,East,Ohio,Lukemouth,5,368,10,1656,1387.97,268.03,Cash,Cancelled,"Franklin, Harper and Atkins",ndominguez@miranda.com,9,Yes,55
ORD1303,06-09-2024,13-09-2024,Kayla Bailey,CUST740,Home Office,PROD7473,mouse,Electronics,West,New Mexico,Webbside,5,4665,0,23325,17849.53,5475.47,UPI,Delivered,Woodard PLC,susan57@lopez.org,32,No,0
ORD1304,01-12-2023,03-12-2023,Matthew Spencer,CUST568,Home Office,PROD5795,Snacks,Grocery,East,Arkansas,Kimland,2,2985,0,5970,3657.4,2312.6,UPI,Returned,Murray Ltd,msnyder@king-brown.com,41,No,0
ORD1305,16-02-2024,17-02-2024,Melissa Tucker,CUST404,Corporate,PROD1131,pen,Office Supplies,North,Maine,Emilyfurt,4,2487,20,7958.4,5931.58,2026.82,Credit Card,Cancelled,Hancock-Schultz,kristenfrost@carrillo.org,15,No,0
ORD1306,09-05-2024,11-05-2024,Eugene Mccoy,CUST811,Corporate,PROD4608,Rice Bag,Grocery,West,Mississippi,Hoopermouth,1,2457,5,2334.15,1563.23,770.92,Net Banking,Pending,Burns and Sons,carterkimberly@blake.org,18,No,0
ORD1307,07-01-2024,10-01-2024,Stephanie Foster,CUST450,Consumer,PROD3575,Sofa,Furniture,South,Hawaii,Michaelfort,2,4493,15,7638.1,5665.07,1973.03,Cash,Returned,Roberts-Estrada,pmartinez@vega.com,42,No,0
ORD1308,09-01-2025,10-01-2025,Ashley Morris,CUST524,Corporate,PROD5032,Bookshelf,Furniture,West,Louisiana,Derekfort,6,2641,0,15846,13827.35,2018.65,Net Banking,Delivered,Cruz LLC,moonraymond@rose.biz,1,Yes,93
ORD1309,11-02-2024,13-02-2024,Andrew Wagner,CUST428,Home Office,PROD2145,File Folder,Office Supplies,North,Missouri,Househaven,2,3296,20,5273.6,3938.84,1334.76,UPI,Delivered,Smith-Smith,callahanpaul@herrera.com,38,No,0
ORD1310,27-06-2025,03-07-2025,Dr. Stephanie Whitaker DDS,CUST324,Home Office,PROD9901,Dining Table,Furniture,East,Michigan,Kellyburgh,4,2698,10,9712.8,8326.83,1385.97,Credit Card,Delivered,Lewis Inc,david10@hooper.biz,14,No,0
ORD1311,29-01-2025,31-01-2025,David Johnson,CUST136,Consumer,PROD5811,Dining Table,Furniture,West,New Mexico,New David,7,284,10,1789.2,1533.84,255.36,Cash,Cancelled,"Soto, Morales and Flores",christopher35@cook.com,34,No,0
ORD1312,07-06-2024,10-06-2024,Eric Russell,CUST317,Corporate,PROD4548,monitor,Electronics,South,Iowa,Lake Susan,4,829,10,2984.4,2309.14,675.26,Net Banking,Delivered,Sheppard-Sanchez,mcgeebeverly@sims-butler.org,42,No,0
ORD1313,26-03-2024,02-04-2024,Mitchell Matthews,CUST213,Corporate,PROD6883,calculator,Office Supplies,North,Georgia,Colemanview,2,324,20,518.4,396.9,121.5,Net Banking,Returned,White PLC,jeremylee@hernandez.biz,29,No,0
ORD1314,27-10-2025,31-10-2025,Stacey Kirk,CUST108,Consumer,PROD6567,keyboard,Electronics,West,Virginia,East Bryan,10,3937,20,31496,26456.05,5039.95,Net Banking,Returned,"Collins, Palmer and Lawrence",johnsmith@johnson.com,42,No,0
ORD1315,31-12-2023,06-01-2024,Timothy Gardner,CUST854,Home Office,PROD3173,Sugar,Grocery,West,Vermont,North Jenniferland,9,2719,15,20800.35,15367.35,5433,Cash,Delivered,Lane LLC,klane@morales.com,42,No,0
ORD1316,10-12-2024,17-12-2024,Alexandria Johnson,CUST371,Home Office,PROD9125,monitor,Electronics,South,Alabama,Brianfurt,3,2299,5,6552.15,4705.28,1846.87,UPI,Pending,Costa-Williams,cdavis@carter.com,18,No,0
ORD1317,02-04-2025,05-04-2025,Andrew Stephenson,CUST321,Corporate,PROD7835,Sofa,Furniture,East,California,Rowlandfort,2,3745,0,7490,5497.94,1992.06,Cash,Returned,"Hunter, Bradshaw and Bender",triley@robles-robinson.com,27,No,0
ORD1318,11-04-2024,18-04-2024,Jacob Baker,CUST875,Consumer,PROD9691,calculator,Office Supplies,West,Iowa,Hallstad,7,938,15,5581.1,4823.64,757.46,Net Banking,Cancelled,Atkinson-Mathis,aphillips@jones.com,14,No,0
ORD1319,16-09-2025,19-09-2025,Wayne Roberts,CUST619,Corporate,PROD6923,laptop,Electronics,East,Vermont,West Alexander,2,4708,20,7532.8,5650.54,1882.26,Net Banking,Cancelled,Palmer Inc,pmorrison@williams.org,10,No,0
ORD1320,05-07-2025,12-07-2025,John Jenkins,CUST604,Consumer,PROD1448,Sugar,Grocery,West,North Carolina,Matthewport,3,3560,20,8544,5965.73,2578.27,Credit Card,Cancelled,"Bell, Weber and Powell",gilbertmiller@murphy-charles.net,24,No,0
ORD1321,07-08-2025,10-08-2025,Aaron Garza,CUST383,Home Office,PROD2820,Snacks,Grocery,East,Maine,Lake Candice,6,1475,15,7522.5,4818.04,2704.46,UPI,Cancelled,Smith Ltd,pattersonjessica@bowen.com,4,Yes,25
ORD1322,23-06-2025,29-06-2025,Rachel Hill,CUST197,Home Office,PROD7897,stapler,Office Supplies,West,Nebraska,Davidport,8,449,20,2873.6,2038.49,835.11,Cash,Cancelled,"Shannon, Spencer and Duncan",rlambert@mccarty.biz,26,No,0
ORD1323,03-02-2024,05-02-2024,Chelsea Riggs,CUST408,Consumer,PROD2515,Snacks,Grocery,East,Arkansas,East Javier,9,4082,5,34901.1,26449.87,8451.23,Credit Card,Delivered,Nichols Ltd,david30@parker.com,17,No,0
ORD1324,07-06-2025,09-06-2025,Nancy Smith,CUST198,Corporate,PROD1633,monitor,Electronics,South,Kentucky,West Craigside,8,1872,5,14227.2,10498.31,3728.89,Cash,Delivered,"Baker, Collins and Compton",armstrongsonya@fields.com,14,No,0
ORD1325,07-01-2025,09-01-2025,Tony Williams,CUST886,Home Office,PROD9659,mouse,Electronics,East,Missouri,Jacquelinehaven,9,2354,15,18008.1,14967.25,3040.85,UPI,Delivered,Vaughn PLC,reneecobb@giles.info,42,No,0
ORD1326,10-08-2025,14-08-2025,Jorge Pham,CUST606,Consumer,PROD1898,File Folder,Office Supplies,North,Delaware,North Matthewland,5,3049,20,12196,10867.87,1328.13,Credit Card,Pending,Jenkins-Mathews,gmiller@long.com,47,No,0
ORD1327,24-03-2025,27-03-2025,Shaun Mcdonald,CUST532,Corporate,PROD9549,mouse,Electronics,East,Maine,Port Waynechester,10,4741,10,42669,32052.33,10616.67,Net Banking,Cancelled,Fuller-Burke,paceandrew@young.net,48,No,0
ORD1328,01-12-2023,07-12-2023,Amy Mcmahon,CUST676,Corporate,PROD3205,laptop,Electronics,South,Ohio,Davidfort,2,4498,15,7646.6,6064.05,1582.55,Cash,Delivered,Davidson-Thomas,christophercopeland@flores-pope.com,8,Yes,64
ORD1329,28-05-2024,03-06-2024,Alyssa Dawson,CUST164,Home Office,PROD5580,office chair,Furniture,South,Michigan,Russellport,6,4168,20,20006.4,15086.12,4920.28,Credit Card,Delivered,Hawkins-Johnson,jenniferleonard@shea-sheppard.com,22,No,0
ORD1330,12-09-2024,19-09-2024,Gary White,CUST295,Consumer,PROD5073,monitor,Electronics,South,Mississippi,Lake Jennifertown,1,3491,0,3491,2412.44,1078.56,Net Banking,Pending,Ellison-Lynch,ssmith@waters.net,31,No,0
ORD1331,29-07-2025,02-08-2025,Christy Farmer,CUST526,Home Office,PROD8305,Juice Pack,Grocery,West,Tennessee,Richardmouth,10,2566,10,23094,14677.86,8416.14,Cash,Returned,Atkins and Sons,adam36@shields.com,16,No,0
ORD1332,22-11-2024,25-11-2024,Tiffany Parker,CUST810,Corporate,PROD4667,calculator,Office Supplies,South,Nevada,Maciasborough,9,2461,10,19934.1,13322.49,6611.61,UPI,Cancelled,Pearson-Rodriguez,lori08@mccarthy-mills.com,12,No,0
ORD1333,16-01-2025,21-01-2025,Douglas Ruiz,CUST860,Home Office,PROD5930,File Folder,Office Supplies,North,North Dakota,Michaelmouth,6,4773,20,22910.4,19755.98,3154.42,Net Banking,Returned,Singh PLC,elizabeth37@jimenez.com,10,No,0
ORD1334,06-05-2025,08-05-2025,Jason Welch,CUST383,Corporate,PROD4156,Sugar,Grocery,South,Nebraska,Lake Paul,6,4214,15,21491.4,13043.23,8448.17,Cash,Returned,"Woods, Jones and Cook",williamcummings@martinez.com,40,No,0
ORD1335,28-12-2024,03-01-2025,Katherine Bryant,CUST691,Corporate,PROD7654,Bookshelf,Furniture,South,Ohio,Blaketon,8,4324,5,32862.4,23136.23,9726.17,Credit Card,Delivered,"Burgess, Gray and Green",josephobrien@gordon.biz,44,No,0
ORD1336,12-09-2024,15-09-2024,Nicole Reynolds,CUST366,Corporate,PROD7401,File Folder,Office Supplies,East,New Jersey,Lake Michaelmouth,6,3935,10,21249,17440.9,3808.1,Net Banking,Cancelled,"Johnson, Martinez and Moss",patrickevans@hill-rose.com,34,No,0
ORD1337,07-12-2023,14-12-2023,Chad Ritter,CUST661,Corporate,PROD8790,calculator,Office Supplies,North,Washington,West Annside,9,3742,0,33678,20327.1,13350.9,Net Banking,Returned,Holloway-Parker,nbooth@contreras-gould.info,34,No,0
ORD1338,15-11-2023,17-11-2023,Melissa Hughes,CUST633,Home Office,PROD5676,Snacks,Grocery,North,Pennsylvania,Wilsonland,2,2009,10,3616.2,3039.48,576.72,Cash,Cancelled,Hall-Larson,garciajerry@martinez.info,26,No,0
ORD1339,15-07-2024,19-07-2024,Vincent Kirby,CUST914,Home Office,PROD4902,notebook,Office Supplies,West,New Jersey,South Rachel,7,1241,5,8252.65,6247.02,2005.63,UPI,Cancelled,"Green, Solomon and Wright",wadams@rivera.com,39,No,0
ORD1340,05-02-2025,06-02-2025,Kathryn Compton,CUST681,Consumer,PROD5474,calculator,Office Supplies,East,Massachusetts,East Ryanmouth,4,1370,0,5480,4274.99,1205.01,Net Banking,Delivered,Baker-Salazar,jdowns@roth.biz,35,No,0
ORD1341,27-10-2025,30-10-2025,Rebecca Carpenter,CUST782,Corporate,PROD7959,Bookshelf,Furniture,North,Arizona,Jonathantown,4,1541,10,5547.6,4991.8,555.8,Cash,Returned,Robertson-Torres,blankenshipjennifer@price.com,43,No,0
ORD1342,18-05-2024,20-05-2024,Heidi Bowers,CUST167,Corporate,PROD3563,laptop,Electronics,South,Wisconsin,Hansenshire,8,137,0,1096,775.06,320.94,UPI,Returned,Brown LLC,nduarte@berry.com,47,No,0
ORD1343,09-05-2024,14-05-2024,Andrea Pearson,CUST151,Consumer,PROD5964,notebook,Office Supplies,North,Wyoming,South James,8,1074,10,7732.8,6743.46,989.34,Cash,Delivered,Torres Inc,allenroger@stewart.com,9,Yes,100
ORD1344,08-05-2025,09-05-2025,Kathryn Palmer,CUST409,Consumer,PROD4817,Bookshelf,Furniture,North,Ohio,East Rhondaberg,8,1539,5,11696.4,8008.99,3687.41,UPI,Cancelled,Mason Group,christopherhoward@williams.com,46,No,0
ORD1345,19-06-2025,21-06-2025,Cynthia Moore,CUST541,Corporate,PROD3335,notebook,Office Supplies,North,South Dakota,New Tylerhaven,7,182,10,1146.6,879.37,267.23,Cash,Returned,Cameron-Kirk,jennifer48@henson.info,14,No,0
ORD1346,02-12-2023,07-12-2023,Martha Hunt,CUST236,Home Office,PROD2329,Headphones,Electronics,North,Illinois,New Jennifer,7,3012,15,17921.4,14759.39,3162.01,Cash,Cancelled,Payne Inc,angelawright@smith.info,46,No,0
ORD1347,28-11-2023,30-11-2023,Joshua Lara,CUST545,Corporate,PROD9776,Sugar,Grocery,East,Georgia,Lake Kimshire,7,1788,10,11264.4,9913.65,1350.75,Credit Card,Pending,"Adams, Stanley and Black",sanfordleah@johnson.org,42,No,0
ORD1348,09-05-2024,13-05-2024,Lori Butler,CUST336,Consumer,PROD2575,Juice Pack,Grocery,West,Oregon,Murrayborough,7,3807,5,25316.55,17333.5,7983.05,Net Banking,Delivered,Wolfe-Collins,ujones@johnson.biz,48,No,0
ORD1349,04-09-2025,05-09-2025,Richard Robertson,CUST517,Home Office,PROD7423,Dining Table,Furniture,West,Ohio,Lauraburgh,10,3773,10,33957,27995.07,5961.93,UPI,Delivered,May-Hensley,ryan89@benson.net,41,No,0
ORD1350,23-12-2024,24-12-2024,Angel Braun,CUST586,Corporate,PROD1711,office chair,Furniture,West,Arkansas,Gloriaport,9,2362,5,20195.1,14978.54,5216.56,Net Banking,Pending,Lee and Sons,amanda83@hudson-franco.biz,7,Yes,30
ORD1351,28-03-2024,04-04-2024,Nicholas Carter,CUST221,Consumer,PROD4795,Sofa,Furniture,East,Massachusetts,Robinsonside,7,3100,15,18445,15572.07,2872.93,UPI,Cancelled,Duran Inc,rodriguezsarah@ramos-moyer.com,29,No,0
ORD1352,09-03-2025,11-03-2025,Kerry Clarke,CUST467,Corporate,PROD3016,keyboard,Electronics,North,New Mexico,Gambleberg,3,1236,15,3151.8,2510.26,641.54,Credit Card,Delivered,Stephens-Green,esmith@rhodes.com,0,Yes,71
ORD1353,18-06-2025,23-06-2025,Robert Rogers,CUST618,Corporate,PROD9875,Dining Table,Furniture,West,Vermont,Victoriachester,4,2610,20,8352,5317.41,3034.59,Credit Card,Delivered,Bell-Griffith,ashleydoris@smith.com,48,No,0
ORD1354,07-01-2024,12-01-2024,William Hernandez,CUST257,Consumer,PROD4579,Cooking Oil,Grocery,North,North Carolina,Port Christopherport,1,2062,5,1958.9,1368.07,590.83,Net Banking,Returned,Allen-Jones,johnsondavid@miles.com,43,No,0
ORD1355,21-03-2024,23-03-2024,Denise Ruiz,CUST948,Consumer,PROD5515,stapler,Office Supplies,East,North Carolina,New Sherrifurt,8,2636,0,21088,17624.78,3463.22,UPI,Pending,Taylor-Johnson,guylewis@brown.biz,6,Yes,34
ORD1356,17-08-2025,24-08-2025,Alicia Murray,CUST564,Corporate,PROD7968,mouse,Electronics,West,Oregon,Lake Aaron,10,1215,0,12150,8059.55,4090.45,UPI,Delivered,Christensen Inc,sally60@beard-lee.com,17,No,0
ORD1357,23-04-2025,30-04-2025,Ryan Fry,CUST767,Home Office,PROD1210,mouse,Electronics,West,Utah,New Rhonda,4,3345,0,13380,10591.83,2788.17,Cash,Pending,"Anderson, Dominguez and Wilcox",lyoung@nunez.info,35,No,0
ORD1358,10-07-2025,12-07-2025,David Hoffman,CUST502,Consumer,PROD1191,stapler,Office Supplies,West,Nebraska,Lake Brandychester,5,1735,5,8241.25,6127.11,2114.14,Net Banking,Delivered,Mason-Bell,gholder@scott.biz,2,Yes,40
ORD1359,26-11-2024,28-11-2024,Mrs. Jodi Hayes,CUST259,Consumer,PROD6867,Sugar,Grocery,North,West Virginia,Lake Melissaland,8,2925,15,19890,13777.71,6112.29,UPI,Cancelled,Kim-Lewis,coopernancy@lewis.info,4,Yes,47
ORD1360,16-11-2023,17-11-2023,Traci Kaufman,CUST541,Consumer,PROD9175,laptop,Electronics,South,New Mexico,Brianmouth,10,495,10,4455,3946.53,508.47,Cash,Pending,"Glover, Williams and Anderson",katherineprice@hanson.org,48,No,0
ORD1361,14-02-2024,15-02-2024,Laura Scott,CUST547,Consumer,PROD6451,keyboard,Electronics,South,Tennessee,Martinfort,5,2126,10,9567,8233.67,1333.33,Credit Card,Pending,Ellis LLC,edwinpeters@porter.com,20,No,0
ORD1362,06-02-2024,08-02-2024,Ann Gonzalez,CUST612,Home Office,PROD7966,Cooking Oil,Grocery,West,New Mexico,South Robert,6,2950,10,15930,11435.38,4494.62,Credit Card,Pending,Harris LLC,townsendjustin@mitchell.com,31,No,0
ORD1363,19-09-2025,21-09-2025,Matthew Franco,CUST905,Corporate,PROD5042,Rice Bag,Grocery,North,Nebraska,Troyborough,3,4560,10,12312,7806.83,4505.17,Cash,Cancelled,Zavala-Walker,potternathaniel@shaffer-day.com,11,No,0
ORD1364,05-12-2023,08-12-2023,Tina Clark,CUST989,Consumer,PROD2036,Juice Pack,Grocery,East,Oklahoma,New James,8,3433,5,26090.8,21127.66,4963.14,Cash,Cancelled,"Clark, Osborne and Decker",jeffrey71@king.com,11,No,0
ORD1365,18-06-2024,24-06-2024,Heather Marsh,CUST813,Home Office,PROD5822,Sofa,Furniture,West,Kentucky,Warrenland,9,911,20,6559.2,5091.92,1467.28,Net Banking,Pending,Hubbard Group,philiphatfield@smith.com,49,No,0
ORD1366,23-01-2025,27-01-2025,Stephanie Harris,CUST212,Consumer,PROD1911,stapler,Office Supplies,West,Wyoming,South Edward,1,2211,5,2100.45,1871.02,229.43,Net Banking,Pending,Wallace-Brooks,qfarley@brown.com,38,No,0
ORD1367,07-03-2025,09-03-2025,Cody Baker,CUST362,Consumer,PROD9976,Headphones,Electronics,North,Georgia,Thomaschester,10,1611,5,15304.5,12134.33,3170.17,Net Banking,Returned,Carr PLC,onealsonya@sampson-wagner.org,46,No,0
ORD1368,27-11-2024,03-12-2024,Marcus Ford,CUST446,Home Office,PROD2901,notebook,Office Supplies,North,Utah,Darrenmouth,5,2139,5,10160.25,7998.97,2161.28,Cash,Cancelled,Jones Ltd,patriciahayes@ferguson.com,12,No,0
